B2,B3,B4,B5,B6,B7
0.0316,0.0313,0.0187,0.0126,0.0165,0.0151
0.03295,0.0287,0.02235,0.02105,0.02125,0.0185
0.0302,0.0298,0.0203,0.0229,0.0241,0.0219
0.0362,0.0332,0.024,0.0225,0.0251,0.022
0.0192,0.0233,0.0153,0.0148,0.024,0.02
0.0224,0.0249,0.01825,0.02165,0.0258,0.0219
0.0219,0.01975,0.0125,0.0108,0.0099,0.0091
0.0368,0.0334,0.0258,0.0242,0.0235,0.0208
0.0315,0.02515,0.0194,0.01795,0.02115,0.01945
0.0236,0.0172,0.0114,0.0101,0.0175,0.0178
0.0244,0.01905,0.01085,0.0081,0.0126,0.01195
0.0162,0.0195,0.0106,0.0098,0.0127,0.0121
0.0256,0.0233,0.0119,0.0078,0.009,0.0093
0.0264,0.02015,0.01005,0.0058,0.00595,0.00585
0.0215,0.0215,0.0112,0.0098,0.0072,0.0055
0.0207,0.02095,0.01105,0.0054,0.00565,0.0041
0.0233,0.0256,0.0118,0.0084,0.0081,0.007
0.0159,0.0396,0.0257,0.2546,0.0994,0.0474
0.0173,0.0382,0.0229,0.2546,0.0912,0.0419
0.0286,0.05005,0.03815,0.26005,0.09605,0.04405
0.0181,0.0335,0.0294,0.1947,0.0563,0.0342
0.0749,0.09625,0.0952,0.1934,0.06545,0.05295
0.30785,0.33215,0.3289,0.4478,0.1199,0.088
0.0152,0.0296,0.021,0.1643,0.0488,0.0253
0.0179,0.0216,0.0122,0.0672,0.0253,0.0179
0.0188,0.0345,0.0237,0.2303,0.0845,0.044
0.0162,0.04235,0.0247,0.30055,0.0957,0.03995
0.0301,0.0493,0.0457,0.3591,0.17265,0.08605
0.0276,0.0485,0.0383,0.29535,0.1394,0.07285
0.0183,0.0189,0.0123,0.0125,0.0094,0.0071
0.0183,0.0161,0.0086,0.00845,0.00735,0.006
0.0204,0.0184,0.0118,0.01175,0.01035,0.00865
0.0209,0.0188,0.0119,0.0102,0.0084,0.0071
0.0252,0.0202,0.0146,0.015,0.0147,0.0125
0.0251,0.0214,0.0117,0.0044,0.0036,0.003
0.0268,0.0255,0.0141,0.0106,0.0081,0.007
0.0232,0.0272,0.0159,0.0564,0.0334,0.0216
0.0275,0.0347,0.0236,0.0184,0.013,0.0086
0.0162,0.029,0.0198,0.096,0.0445,0.0246
0.0143,0.029,0.01695,0.1833,0.06305,0.0268
0.0108,0.0237,0.01275,0.14835,0.0542,0.02325
0.0133,0.0296,0.0193,0.2128,0.0756,0.0329
0.0293,0.0466,0.03945,0.22215,0.11355,0.06265
0.0146,0.03225,0.02095,0.20645,0.0737,0.0382
0.0354,0.0374,0.0129,0.0128,0.0067,0.0052
0.0178,0.03205,0.02175,0.18405,0.0691,0.03205
0.081,0.083,0.0693,0.2052,0.0478,0.0238
0.03415,0.0347,0.0169,0.022,0.0153,0.0121
0.0169,0.0302,0.0166,0.166,0.0718,0.0345
0.0228,0.0358,0.0278,0.189,0.0977,0.0495
0.0104,0.0251,0.0144,0.1551,0.0547,0.023
0.03465,0.0493,0.04205,0.2189,0.0835,0.0412
0.0535,0.0628,0.0454,0.18465,0.04895,0.03025
0.0679,0.0686,0.0493,0.1597,0.0758,0.0378
0.139,0.14545,0.1395,0.236,0.05185,0.03595
0.0351,0.04865,0.0432,0.1731,0.05795,0.0294
0.0347,0.0514,0.0472,0.2201,0.0993,0.0591
0.0293,0.0495,0.04365,0.20115,0.10895,0.06765
0.07985,0.0996,0.0918,0.17275,0.1463,0.1085
0.02415,0.0426,0.0351,0.18445,0.1079,0.06055
0.0208,0.036,0.02565,0.1289,0.08915,0.05045
0.0262,0.044,0.0428,0.1467,0.089,0.0541
0.0268,0.04545,0.0374,0.2082,0.11645,0.0638
0.0506,0.0744,0.0823,0.2235,0.2174,0.1469
0.03485,0.05825,0.05095,0.1987,0.1568,0.09055
0.0404,0.056,0.059,0.1657,0.1626,0.1048
0.0207,0.03945,0.03365,0.1941,0.08075,0.04015
0.0227,0.0399,0.0315,0.1863,0.094,0.0506
0.02265,0.04055,0.03295,0.17525,0.11505,0.06405
0.0439,0.0681,0.0601,0.245,0.1739,0.099
0.01975,0.0371,0.0328,0.1718,0.1089,0.06265
0.0188,0.0422,0.0322,0.1846,0.093,0.0514
0.02325,0.0437,0.03575,0.18245,0.09145,0.05025
0.0139,0.026,0.0231,0.145,0.0497,0.0271
0.0423,0.0571,0.059,0.2139,0.1302,0.0688
0.0554,0.0766,0.0663,0.197,0.0815,0.0744
0.0332,0.0511,0.0467,0.2014,0.1285,0.08
0.0158,0.0348,0.0226,0.1588,0.0791,0.0376
0.02105,0.0381,0.0265,0.1574,0.09305,0.04705
0.034,0.053,0.0476,0.2035,0.1509,0.0896
0.0311,0.0482,0.0359,0.1909,0.10195,0.05555
0.08,0.1097,0.1104,0.2625,0.1366,0.0959
0.02385,0.04255,0.02525,0.19245,0.06985,0.0433
0.082,0.081,0.0657,0.2157,0.071,0.0514
0.0289,0.0277,0.0178,0.0298,0.0171,0.0146
0.02505,0.05095,0.03585,0.1772,0.08555,0.0479
0.039,0.0585,0.0384,0.167,0.0885,0.0616
0.035,0.0616,0.0448,0.2162,0.1042,0.0771
0.0554,0.072,0.0603,0.2084,0.0691,0.0369
0.0194,0.0366,0.0242,0.1856,0.0617,0.0338
0.0359,0.0651,0.05355,0.2797,0.15775,0.0902
0.05315,0.0715,0.0691,0.24105,0.18085,0.1113
0.0226,0.03875,0.02695,0.1576,0.0734,0.0368
0.0189,0.0369,0.0252,0.1705,0.0757,0.0381
0.0684,0.0916,0.0745,0.144,0.1178,0.0826
0.05555,0.0748,0.0733,0.1875,0.1076,0.08555
0.0372,0.0636,0.0544,0.2862,0.1156,0.0532
0.0174,0.0334,0.0242,0.1731,0.0813,0.0432
0.0245,0.0411,0.0308,0.2225,0.1074,0.0565
0.0388,0.0513,0.045,0.1996,0.1282,0.0826
0.0195,0.0358,0.0269,0.2041,0.0777,0.0374
0.03225,0.0519,0.04085,0.2036,0.10145,0.05785
0.0149,0.0308,0.0221,0.1749,0.0752,0.0387
0.04755,0.0363,0.03065,0.0289,0.0261,0.0224
0.0401,0.0355,0.0288,0.0253,0.024,0.0219
0.03135,0.02455,0.0177,0.01675,0.0194,0.01815
0.04005,0.02835,0.02025,0.01705,0.0161,0.01505
0.0371,0.0262,0.0195,0.0164,0.0129,0.0099
0.0386,0.0301,0.0202,0.0197,0.021,0.0192
0.03675,0.03245,0.02585,0.02385,0.02265,0.02105
0.0388,0.0324,0.0275,0.0249,0.0259,0.0222
0.0249,0.02025,0.0131,0.01145,0.0126,0.0116
0.0218,0.0211,0.0125,0.0092,0.0101,0.0095
0.02875,0.02805,0.01775,0.01605,0.01845,0.0182
0.0197,0.0113,0.0052,0.00445,0.00995,0.0102
0.0387,0.0349,0.027,0.0224,0.0195,0.0169
0.0247,0.0192,0.0131,0.0118,0.0115,0.0124
0.01975,0.02155,0.01085,0.00825,0.01015,0.00985
0.02805,0.0243,0.0142,0.0089,0.0066,0.00685
0.02115,0.02125,0.01155,0.0083,0.00625,0.00565
0.02,0.01885,0.0086,0.0036,0.0033,0.003
0.0134,0.0404,0.0247,0.2185,0.0875,0.0417
0.00725,0.02405,0.013,0.1782,0.05655,0.0242
0.01325,0.03485,0.02035,0.2002,0.0694,0.03175
0.0129,0.0368,0.0251,0.2393,0.0963,0.0471
0.0115,0.0324,0.0214,0.2121,0.0883,0.0433
0.0088,0.02005,0.0131,0.092,0.0349,0.0229
0.0129,0.03035,0.0212,0.16355,0.04515,0.0222
0.0202,0.0534,0.0345,0.31,0.1159,0.0536
0.2359,0.2013,0.14865,0.24855,0.0886,0.06115
0.0321,0.0523,0.045,0.2738,0.0919,0.0436
0.02915,0.05125,0.04715,0.25325,0.1349,0.0782
0.0157,0.0273,0.0192,0.1289,0.0335,0.0246
0.0296,0.0512,0.0403,0.2658,0.1132,0.0576
0.0173,0.0366,0.0256,0.2327,0.099,0.0468
0.0214,0.04285,0.03005,0.2958,0.08845,0.0398
0.0116,0.0187,0.0118,0.1453,0.0517,0.0233
0.0134,0.0312,0.0201,0.2756,0.0956,0.0383
0.0162,0.01405,0.0053,0.00385,0.00325,0.0028
0.01415,0.0134,0.0069,0.0042,0.0039,0.0038
0.0191,0.01785,0.01,0.00695,0.00605,0.00475
0.0204,0.0196,0.0115,0.0094,0.0069,0.0058
0.0241,0.0199,0.0112,0.00885,0.00955,0.01075
0.0224,0.0193,0.01125,0.00565,0.0067,0.0058
0.0207,0.0194,0.011,0.0047,0.0038,0.0034
0.025,0.0222,0.0112,0.0084,0.0051,0.0037
0.0211,0.0436,0.0328,0.2555,0.1254,0.0646
0.0088,0.0285,0.013,0.2471,0.062,0.025
0.0245,0.0361,0.0254,0.1475,0.0659,0.0362
0.02905,0.02755,0.0135,0.00775,0.0056,0.0045
0.0195,0.0235,0.0121,0.1369,0.0416,0.0193
0.0104,0.027,0.0145,0.2103,0.073,0.0298
0.01905,0.02845,0.0208,0.1063,0.04225,0.024
0.01,0.0219,0.0127,0.1334,0.0438,0.0205
0.0097,0.0244,0.0135,0.1733,0.0626,0.0253
0.0079,0.0206,0.0106,0.1613,0.0578,0.0255
0.0388,0.0556,0.0485,0.2302,0.1431,0.0926
0.0189,0.0378,0.02395,0.23115,0.09365,0.0448
0.0229,0.0387,0.03255,0.21325,0.10515,0.0536
0.0243,0.04,0.0319,0.25775,0.11585,0.05955
0.02895,0.04575,0.03295,0.1771,0.08675,0.0538
0.0518,0.0663,0.0579,0.2104,0.1179,0.0868
0.0164,0.0377,0.021,0.2765,0.095,0.0398
0.1051,0.0993,0.0859,0.3179,0.0917,0.0457
0.0319,0.0466,0.0358,0.2247,0.136,0.067
0.0249,0.0432,0.0299,0.2349,0.0737,0.0325
0.0637,0.071,0.05875,0.2116,0.061,0.0329
0.0202,0.0404,0.02895,0.21925,0.1008,0.0494
0.2081,0.2297,0.2256,0.3218,0.0757,0.0491
0.0489,0.0491,0.04025,0.16985,0.07085,0.03365
0.0445,0.0597,0.0575,0.1727,0.1244,0.0746
0.0301,0.0477,0.04125,0.18205,0.118,0.0717
0.0534,0.0814,0.0885,0.2207,0.1882,0.1334
0.029,0.0462,0.0384,0.1651,0.1284,0.0727
0.04285,0.06355,0.06335,0.1805,0.1555,0.1045
0.0317,0.0507,0.04915,0.19965,0.15075,0.091
0.03085,0.0507,0.0473,0.18135,0.0859,0.04995
0.036,0.0542,0.0523,0.1747,0.1126,0.07
0.0197,0.03725,0.0287,0.17935,0.08615,0.0487
0.02795,0.0505,0.04065,0.22385,0.1282,0.0697
0.0214,0.0394,0.0352,0.1786,0.10895,0.0559
0.02805,0.052,0.04095,0.1696,0.09245,0.0492
0.02355,0.0445,0.03125,0.18455,0.11335,0.0594
0.0376,0.059,0.0573,0.2356,0.1805,0.1068
0.0263,0.0456,0.0302,0.1655,0.0804,0.0489
0.02405,0.0472,0.038,0.1868,0.0915,0.04975
0.03,0.0579,0.04535,0.1823,0.0686,0.0392
0.0254,0.0454,0.0389,0.2533,0.1083,0.0613
0.02905,0.04925,0.03895,0.1903,0.1078,0.0629
0.0333,0.0532,0.0447,0.2143,0.1067,0.0578
0.0216,0.0422,0.03,0.1948,0.1044,0.0549
0.0286,0.04,0.0285,0.1058,0.073,0.0446
0.0209,0.0599,0.0205,0.1564,0.06125,0.0302
0.04405,0.0591,0.0536,0.18675,0.1424,0.0957
0.0286,0.0493,0.035,0.2309,0.127,0.0665
0.0353,0.056,0.04,0.2414,0.1385,0.0713
0.01775,0.03795,0.0214,0.2037,0.08275,0.03835
0.0221,0.0435,0.029,0.2132,0.078,0.0383
0.0267,0.0454,0.0352,0.227,0.1037,0.0529
0.54445,0.57115,0.5806,0.50355,0.1346,0.1473
0.04405,0.0767,0.06475,0.23025,0.0746,0.04545
0.027,0.0198,0.0108,0.0109,0.0062,0.0044
0.0245,0.0397,0.032,0.2035,0.0712,0.0406
0.02655,0.0488,0.0404,0.2061,0.1108,0.0733
0.591,0.6023,0.58835,0.6161,0.0525,0.05985
0.0152,0.0316,0.0185,0.1562,0.0284,0.0146
0.0288,0.0452,0.0327,0.1701,0.061,0.0372
0.0463,0.035,0.0257,0.1612,0.0307,0.024
0.03605,0.05535,0.02795,0.1834,0.0448,0.0261
0.0166,0.0344,0.0208,0.1667,0.0625,0.0331
0.0236,0.0364,0.033,0.1572,0.0912,0.0537
0.03045,0.046,0.0356,0.1991,0.1205,0.06415
0.0314,0.0447,0.0388,0.1777,0.11115,0.06365
0.0435,0.0633,0.0584,0.239,0.1724,0.1063
0.0361,0.0593,0.0466,0.2716,0.1441,0.0794
0.05085,0.06835,0.0649,0.2445,0.13545,0.08265
0.0756,0.0984,0.0985,0.2478,0.2184,0.1661
0.0275,0.04495,0.04145,0.20085,0.09865,0.05785
0.0232,0.0412,0.0341,0.2036,0.1199,0.0667
0.0273,0.0464,0.0371,0.2305,0.1178,0.0637
0.0404,0.06905,0.06325,0.29655,0.1947,0.1157
0.0291,0.0484,0.0428,0.1963,0.1308,0.0796
0.0276,0.0459,0.0402,0.2157,0.1169,0.0663
0.0267,0.0489,0.0359,0.2852,0.1418,0.0768
0.0399,0.0659,0.0676,0.2769,0.1776,0.1009
0.0418,0.0353,0.0259,0.0213,0.0181,0.0153
0.03865,0.0291,0.023,0.01985,0.01775,0.015
0.0301,0.0225,0.0149,0.01485,0.01935,0.01845
0.0431,0.0331,0.0261,0.0234,0.0214,0.02035
0.04395,0.0326,0.026,0.02395,0.0211,0.01785
0.0355,0.0279,0.021,0.01835,0.0183,0.0179
0.0434,0.036,0.0272,0.0251,0.0246,0.0221
0.0276,0.0242,0.0171,0.0177,0.0233,0.0214
0.0365,0.0307,0.0225,0.0215,0.0187,0.0153
0.04125,0.0327,0.026,0.02425,0.02155,0.0188
0.0375,0.0309,0.0183,0.0105,0.0157,0.0168
0.03915,0.0355,0.0267,0.02445,0.02485,0.022
0.03945,0.0369,0.0295,0.02735,0.0244,0.02145
0.04135,0.03685,0.031,0.0289,0.02525,0.0231
0.0401,0.0348,0.0287,0.0259,0.0233,0.0199
0.0222,0.01435,0.00825,0.0066,0.01185,0.01085
0.0262,0.0167,0.0117,0.01,0.0121,0.0123
0.0216,0.0181,0.0141,0.0134,0.0159,0.0156
0.0187,0.0147,0.0097,0.0098,0.0128,0.0138
0.0252,0.0197,0.01235,0.01095,0.0111,0.01255
0.0231,0.0171,0.0104,0.009,0.0115,0.0124
0.01895,0.01225,0.00485,0.00355,0.0075,0.0077
0.0251,0.0184,0.0114,0.0102,0.0099,0.0088
0.02265,0.0183,0.01215,0.0111,0.0092,0.0088
0.02375,0.0204,0.0125,0.0067,0.00525,0.0046
0.0198,0.01855,0.01175,0.00695,0.0058,0.00505
0.0251,0.0196,0.0117,0.0098,0.0053,0.0026
0.016,0.0417,0.0274,0.2346,0.1006,0.0497
0.0155,0.0354,0.0215,0.21635,0.07735,0.03465
0.0133,0.0358,0.0215,0.1943,0.0806,0.0378
0.011,0.0337,0.0206,0.229,0.0746,0.0352
0.018,0.0328,0.026,0.1728,0.0839,0.0448
0.08665,0.0945,0.0914,0.21615,0.1183,0.0801
0.0078,0.0204,0.01265,0.10435,0.02845,0.0119
0.038,0.05555,0.0452,0.3039,0.14975,0.07285
0.0164,0.028,0.0207,0.1813,0.0684,0.0336
0.0289,0.0531,0.0439,0.2369,0.0701,0.0468
0.0206,0.0423,0.0366,0.2703,0.117,0.069
0.02225,0.04025,0.0323,0.2581,0.1201,0.0602
0.02095,0.0189,0.0065,0.0041,0.00385,0.0034
0.0188,0.0259,0.0159,0.0588,0.0347,0.0207
0.0139,0.012,0.0046,0.0036,0.0043,0.00395
0.0179,0.0175,0.0105,0.0087,0.0097,0.0078
0.0205,0.0166,0.007,0.0039,0.0055,0.0054
0.0218,0.0192,0.00975,0.00645,0.007,0.00565
0.02295,0.0387,0.02875,0.24335,0.11775,0.05315
0.02855,0.0444,0.03225,0.22745,0.11155,0.05475
0.0242,0.0383,0.02565,0.2508,0.0924,0.04105
0.0135,0.03015,0.0165,0.2537,0.08605,0.0335
0.0207,0.0404,0.0262,0.2838,0.0963,0.0422
0.0323,0.0259,0.0169,0.0094,0.0045,0.0028
0.031,0.03695,0.0225,0.05835,0.02695,0.01535
0.0109,0.0273,0.0162,0.1765,0.0528,0.0245
0.01995,0.03445,0.02175,0.2036,0.0704,0.0314
0.0144,0.0296,0.0192,0.1848,0.0697,0.0369
0.0134,0.03155,0.0202,0.2174,0.0816,0.03675
0.0163,0.0367,0.0248,0.2245,0.0844,0.0403
0.018,0.03095,0.0219,0.1756,0.07565,0.03975
0.0239,0.0327,0.0193,0.1412,0.0752,0.0347
0.08355,0.0814,0.0608,0.17655,0.0597,0.0501
0.03665,0.05375,0.04505,0.2345,0.0815,0.0413
0.03585,0.041,0.01545,0.0136,0.0079,0.00695
0.02835,0.05215,0.0407,0.2955,0.14615,0.073
0.03275,0.0501,0.03645,0.20965,0.06495,0.0306
0.0311,0.0466,0.03165,0.268,0.0957,0.0438
0.1611,0.18375,0.174,0.27555,0.08355,0.0456
0.5582,0.4822,0.4479,0.4058,0.0482,0.0546
0.021,0.0371,0.0303,0.1797,0.0793,0.0405
0.0406,0.0649,0.056,0.219,0.14385,0.09005
0.02845,0.04765,0.0406,0.19225,0.1298,0.07515
0.0498,0.0678,0.073,0.2137,0.2048,0.1402
0.0421,0.0608,0.0612,0.217,0.1746,0.1125
0.04135,0.0613,0.0641,0.2074,0.17105,0.1072
0.0445,0.0624,0.0695,0.1963,0.166,0.1102
0.04005,0.05995,0.06325,0.18565,0.14705,0.09435
0.03775,0.0578,0.0525,0.17155,0.13905,0.09135
0.02975,0.05185,0.0407,0.23,0.10525,0.055
0.03665,0.0571,0.0524,0.2083,0.166,0.09855
0.0342,0.054,0.0483,0.1993,0.1489,0.0876
0.02695,0.02655,0.0168,0.0118,0.00735,0.0058
0.03525,0.06055,0.06125,0.19225,0.14435,0.08265
0.0331,0.0556,0.04635,0.2463,0.15895,0.08845
0.0284,0.0471,0.0437,0.1801,0.1339,0.0754
0.0314,0.0482,0.0426,0.20195,0.08895,0.0545
0.0164,0.0321,0.0257,0.1591,0.066,0.0323
0.03785,0.0632,0.0577,0.32415,0.1586,0.09545
0.0372,0.0475,0.0521,0.1444,0.1329,0.0996
0.0193,0.039,0.0263,0.1969,0.0886,0.0439
0.02865,0.04765,0.03715,0.18655,0.1109,0.06355
0.04265,0.0918,0.05205,0.2317,0.09995,0.0551
0.0256,0.0398,0.0308,0.1611,0.1032,0.0582
0.0954,0.1271,0.099,0.2219,0.1078,0.0615
0.0316,0.0718,0.0374,0.2659,0.0763,0.0555
0.0373,0.0583,0.03895,0.18795,0.10425,0.05835
0.0292,0.0436,0.0346,0.1819,0.0995,0.0561
0.0183,0.0388,0.0232,0.2093,0.0757,0.0387
0.0314,0.0511,0.0427,0.239,0.1311,0.0678
0.0121,0.0268,0.0169,0.1193,0.052,0.0257
0.0321,0.0489,0.0428,0.1407,0.0707,0.0488
0.0217,0.0326,0.0355,0.101,0.0814,0.0575
0.017,0.0315,0.0213,0.1726,0.0738,0.0388
0.0799,0.07345,0.0497,0.2357,0.0642,0.0377
0.2017,0.2313,0.2355,0.3184,0.1302,0.1197
0.018,0.0351,0.0221,0.1626,0.0367,0.0252
0.0316,0.0574,0.0451,0.2132,0.1258,0.0663
0.0263,0.0517,0.0387,0.1913,0.12,0.0648
0.06395,0.0927,0.09525,0.2512,0.1978,0.12845
0.02895,0.0496,0.0427,0.1961,0.1331,0.0754
0.04315,0.0662,0.06165,0.20595,0.15885,0.09395
0.0572,0.0812,0.0822,0.258,0.2224,0.1243
0.0735,0.1003,0.0925,0.1788,0.1193,0.0893
0.0238,0.0396,0.0273,0.1858,0.0838,0.042
0.02725,0.04335,0.03095,0.222,0.11485,0.06215
0.0366,0.056,0.0604,0.19935,0.1765,0.1104
0.0338,0.0639,0.0529,0.235,0.1478,0.092
0.0384,0.0679,0.067,0.2734,0.1934,0.1177
0.0212,0.0401,0.02935,0.1699,0.10065,0.0552
0.0441,0.0633,0.0661,0.256,0.172,0.1014
0.0689,0.1018,0.1183,0.2258,0.1696,0.1194
0.0451,0.03195,0.023,0.0218,0.02995,0.0307
0.0124,0.0071,0.0012,0.0203,0.0186,0.0158
0.0585,0.0461,0.0379,0.0352,0.0243,0.027
0.0458,0.036,0.0297,0.0279,0.0282,0.024
0.06135,0.0512,0.04445,0.0399,0.0395,0.03895
0.0391,0.0304,0.02225,0.01885,0.0162,0.01595
0.0384,0.0278,0.0219,0.0199,0.0181,0.0153
0.05455,0.0455,0.03765,0.03445,0.0311,0.02745
0.0377,0.0282,0.022,0.0199,0.0175,0.0148
0.0389,0.0297,0.0236,0.0216,0.0245,0.0222
0.0288,0.0218,0.0137,0.0101,0.0089,0.0075
0.0402,0.0323,0.0262,0.0243,0.0222,0.0191
0.0296,0.0295,0.0208,0.0235,0.0223,0.0205
0.034,0.0364,0.0314,0.0292,0.0254,0.0231
0.0461,0.0346,0.0244,0.0218,0.0205,0.0218
0.04535,0.03525,0.02915,0.02645,0.0226,0.01865
0.03945,0.03335,0.0261,0.0236,0.0235,0.02005
0.0306,0.0327,0.0243,0.0224,0.0207,0.0172
0.0271,0.0155,0.0097,0.0075,0.0096,0.009
0.0193,0.0098,0.0031,0.0019,0.0087,0.0075
0.0279,0.0264,0.0185,0.0174,0.0174,0.0152
0.0218,0.018,0.0127,0.0111,0.0151,0.0133
0.02005,0.01925,0.0127,0.0111,0.0112,0.0112
0.0323,0.0327,0.0213,0.0122,0.008,0.0072
0.0197,0.0166,0.0105,0.0089,0.0068,0.0063
0.0238,0.04455,0.03055,0.21755,0.1002,0.04805
0.03065,0.05615,0.04565,0.32195,0.15185,0.08305
0.0328,0.0358,0.0235,0.0777,0.0375,0.0182
0.02165,0.0346,0.02175,0.13585,0.0579,0.0291
0.0133,0.0284,0.0178,0.1154,0.0456,0.0219
0.0137,0.0324,0.0229,0.2006,0.0786,0.0411
0.0134,0.0177,0.01,0.0646,0.031,0.014
0.0404,0.0696,0.06855,0.19105,0.12115,0.07995
0.0323,0.05565,0.0561,0.2083,0.10815,0.05655
0.012,0.0323,0.02345,0.17845,0.06755,0.03685
0.0276,0.0401,0.03645,0.14495,0.05215,0.04435
0.0133,0.0324,0.0209,0.2499,0.0942,0.0451
0.0161,0.0267,0.0232,0.1014,0.0669,0.0366
0.0182,0.0367,0.032,0.1866,0.0806,0.0402
0.0334,0.0557,0.04955,0.228,0.1491,0.08565
0.0221,0.0268,0.0145,0.0289,0.0174,0.013
0.02,0.0175,0.007,0.0019,0.0031,0.0029
0.0199,0.0153,0.0054,0.0014,0.0036,0.0032
0.0187,0.0141,0.0054,0.0037,0.0058,0.0048
0.0167,0.0163,0.008,0.0051,0.0063,0.0051
0.0175,0.0162,0.0086,0.00815,0.00905,0.00695
0.0198,0.0217,0.0152,0.0824,0.0367,0.0203
0.02325,0.0168,0.0087,0.0061,0.00635,0.0073
0.0182,0.0134,0.00655,0.00725,0.00515,0.00415
0.0874,0.0852,0.0669,0.1822,0.0583,0.035
0.0169,0.0315,0.0188,0.1667,0.0431,0.0227
0.0173,0.039,0.0258,0.2051,0.076,0.039
0.04785,0.06295,0.0453,0.22145,0.1036,0.0581
0.09315,0.1116,0.10325,0.2632,0.101,0.0575
0.0247,0.04135,0.02255,0.19045,0.0599,0.0306
0.0134,0.02715,0.0166,0.1962,0.0451,0.02565
0.01585,0.03515,0.0246,0.2228,0.0675,0.0352
0.032,0.053,0.0441,0.1917,0.0806,0.0472
0.0198,0.0381,0.0215,0.1998,0.0694,0.0316
0.21765,0.2008,0.17635,0.2265,0.0497,0.04155
0.0765,0.0633,0.0388,0.1599,0.0581,0.0347
0.2036,0.2123,0.2029,0.254,0.13285,0.08505
0.4211,0.4534,0.4484,0.4924,0.1343,0.0832
0.0485,0.0475,0.0184,0.0129,0.0076,0.0069
0.03215,0.04365,0.03385,0.16735,0.05595,0.02485
0.1643,0.18115,0.17825,0.2816,0.073,0.04025
0.08,0.0853,0.0512,0.2728,0.1031,0.0538
0.0277,0.0398,0.02785,0.18185,0.08525,0.0426
0.2586,0.24695,0.2187,0.2667,0.0772,0.05265
0.10795,0.10375,0.0839,0.2216,0.0501,0.0248
0.1242,0.1481,0.1469,0.2397,0.0978,0.0605
0.1119,0.13955,0.13035,0.23355,0.0629,0.0343
0.0518,0.0741,0.0759,0.2725,0.1544,0.0878
0.0217,0.0442,0.0323,0.2102,0.1142,0.0626
0.0271,0.04415,0.03965,0.1693,0.12205,0.07385
0.0574,0.087,0.0847,0.2442,0.1587,0.1139
0.02905,0.05005,0.04345,0.1955,0.1098,0.0621
0.0393,0.0589,0.0508,0.1988,0.1241,0.0711
0.0636,0.0838,0.0906,0.22955,0.25695,0.17685
0.0619,0.0831,0.0879,0.2395,0.2138,0.1429
0.02495,0.04265,0.0347,0.2066,0.12815,0.0694
0.0169,0.0281,0.02055,0.11045,0.05525,0.0316
0.0301,0.0591,0.0408,0.1789,0.1164,0.0675
0.0279,0.0588,0.039,0.1996,0.1074,0.052
0.0391,0.0589,0.0536,0.192,0.1333,0.081
0.02795,0.0445,0.03685,0.1807,0.1196,0.0628
0.0294,0.0467,0.0388,0.1765,0.1036,0.0591
0.02825,0.0444,0.0322,0.1819,0.0798,0.04525
0.0457,0.0709,0.0637,0.2093,0.1041,0.0702
0.0245,0.0432,0.0319,0.1621,0.0789,0.0429
0.035,0.05145,0.04385,0.2021,0.12655,0.0751
0.0421,0.06025,0.05905,0.18695,0.1364,0.0966
0.0202,0.0386,0.0262,0.2042,0.0979,0.0492
0.0268,0.0446,0.0367,0.1808,0.0951,0.0536
0.03685,0.04445,0.0289,0.1455,0.07355,0.03625
0.492,0.5075,0.5107,0.5194,0.0712,0.077
0.0352,0.05285,0.0464,0.2367,0.12045,0.06465
0.0679,0.0862,0.0342,0.1886,0.042,0.0271
0.0396,0.0561,0.0455,0.2198,0.1398,0.0771
0.0129,0.0278,0.01825,0.16275,0.06565,0.03025
0.0374,0.0568,0.04475,0.21645,0.09985,0.0576
0.0275,0.04605,0.03965,0.17425,0.09455,0.0534
0.02215,0.04505,0.03,0.24535,0.1072,0.0527
0.0269,0.0219,0.0112,0.007,0.006,0.0042
0.01775,0.0378,0.02325,0.2038,0.08075,0.04025
0.03865,0.06585,0.0559,0.28775,0.1761,0.10395
0.75395,0.7369,0.73475,0.6832,0.11745,0.11005
0.0384,0.0545,0.0317,0.169,0.043,0.0308
0.0128,0.0263,0.0192,0.138,0.0604,0.0306
0.03605,0.05165,0.04425,0.17205,0.14625,0.09275
0.03805,0.05515,0.049,0.1578,0.125,0.083
0.0313,0.0576,0.0471,0.2222,0.1279,0.0686
0.0428,0.0646,0.0669,0.23305,0.17865,0.1039
0.07,0.0974,0.1079,0.263,0.2657,0.1675
0.047,0.0645,0.0666,0.2008,0.1793,0.1098
0.0501,0.0736,0.0715,0.2285,0.1508,0.0897
0.0411,0.0654,0.0592,0.2539,0.1653,0.1003
0.1738,0.1882,0.1916,0.2558,0.1191,0.1147
0.0428,0.0562,0.0534,0.2114,0.128,0.0845
0.0184,0.0322,0.02345,0.1498,0.05885,0.0333
0.027,0.0435,0.0339,0.15795,0.0778,0.04655
0.03825,0.0573,0.04575,0.2653,0.14315,0.0806
0.0335,0.0528,0.0503,0.2351,0.1579,0.0994
0.0602,0.0885,0.1075,0.2235,0.2692,0.198
0.0584,0.0869,0.0989,0.2339,0.1905,0.1347
0.0774,0.1114,0.1283,0.26365,0.28125,0.1987
0.07425,0.05525,0.0458,0.0404,0.03045,0.02785
0.02075,0.01195,0.00655,0.0185,0.0176,0.0153
0.0401,0.0291,0.0232,0.0208,0.0186,0.0157
